,City,Cloudiness,Country,Humidity,Lat,Max Temp,Wind Speed
279,Bathsheba,20,BB,73,13.22,77,21.92
280,San Antonio,20,CL,82,-33.58,60.8,5.82
281,Fallon,0,US,63,46.84,-4.92,10.09
282,Snasa,88,NO,72,64.25,22.76,8.41
283,Mountain Home,40,US,60,43.13,44.01,9.17
284,Dongfeng,0,CN,65,42.67,33.24,3.71
285,Taoudenni,0,ML,41,22.68,47.19,3.15
286,Sao Joao da Barra,20,BR,74,-21.64,80.6,2.24
287,Chiang Klang,0,TH,100,19.29,64.4,2.24
288,Gornopravdinsk,88,RU,77,60.06,19.97,6.73
289,Severo-Yeniseyskiy,48,RU,82,60.37,13.94,3.15
290,Xining,0,CN,58,36.62,6.24,2.59
291,Hami,0,CN,54,42.84,22.71,4.27
292,Mingguang,68,CN,91,32.78,42.96,3.49
293,Evensk,0,RU,100,61.92,0.71,13.78
294,Maniitsoq,88,GL,100,65.42,20.24,7.85
295,Maple Creek,0,CA,68,49.91,-11.63,9.98
296,Beloha,8,MG,93,-25.17,75.95,6.17
297,Fresnillo,5,MX,12,23.17,78.8,17.22
298,Port Moresby,40,PG,66,-9.47,86,5.82
299,Zhigansk,8,RU,68,66.77,-15.36,3.04
300,Fairbanks,90,US,62,64.84,27,1.59
301,Batticaloa,92,LK,100,7.71,79.28,8.3
302,Katsuura,90,JP,87,33.93,48.99,6.93
303,Artyom,0,RU,68,43.36,26.6,2.71
304,Shakawe,0,BW,54,-18.36,72.89,6.17
305,Skjervoy,36,NO,100,70.03,24.02,13.56
306,Carnarvon,0,ZA,60,-30.97,59.12,8.08
307,Damghan,0,IR,76,36.17,30.59,1.7
308,Senneterre,90,CA,92,48.39,17.6,9.17
309,Dukat,80,RS,76,42.44,36,1.01
310,Kinshasa,20,CD,83,-4.32,78.8,3.36
311,Okhotsk,0,RU,100,59.36,2.19,1.92
312,Oberhausen-Rheinhausen,90,DE,81,49.27,50,17.22
313,Adrar,0,DZ,21,27.87,62.6,11.41
314,Port Hardy,20,CA,60,50.7,42.8,5.82
315,Bambanglipuro,80,ID,97,-7.95,74.64,3.94
316,Linjiang,0,CN,73,41.81,27.48,3.94
317,Vulcan,0,CA,78,50.4,-3,4
318,Pimentel,64,BR,100,-3.7,74.46,3.04
319,Yairipok,0,IN,79,24.67,46.38,3.27
320,Nizwa,0,OM,73,22.93,40.76,2.82
321,Najran,0,SA,53,17.54,52.86,2.59
322,Mbuji-Mayi,32,CD,92,-6.13,68.79,2.59
323,Tagusao,0,PH,91,9.19,78.24,6.51
324,Namtsy,75,RU,74,62.72,-22.01,2.93
325,Dwarka,75,IN,93,28.58,63,3.36
326,Praya,40,ID,94,-8.71,77,3.36
327,Stonewall,40,CA,58,50.13,-4.01,13.87
328,College,90,US,62,64.86,27,1.59
329,Dangriga,40,BZ,74,16.97,82.4,9.17
330,Kobe,75,JP,49,34.69,50,6.93
331,Mazatlan,20,MX,36,23.22,80.6,9.17
332,Chuy,0,UY,78,-33.69,67.85,15.01
333,Dunedin,0,NZ,51,-45.87,69.01,8.01
334,Guerrero Negro,32,MX,53,27.97,68.79,11.65
335,Northam,92,GB,87,51.04,51.01,17.22
336,Te Anau,0,NZ,41,-45.41,68.61,3.6
337,Khandbari,0,NP,54,27.38,22.08,1.59
338,Cukai,75,MY,100,4.25,69.8,3.36
339,Novoseleznevo,92,RU,93,55.68,25.55,19.71
340,Lake Havasu City,75,US,31,34.47,80.6,17.22
341,Yuzhno-Kurilsk,20,RU,97,44.03,30.14,15.12
342,Rabat,40,MA,93,34.02,55,3.36
343,Nadigaon,56,IN,63,26.09,60.02,5.17
344,Udachnyy,64,RU,67,66.42,1.25,3.15
345,Long Beach,40,US,94,30.35,73.4,3.36
346,Kahului,40,US,51,20.89,80.6,18.34
347,Labe,88,NG,93,7.7,74.19,9.64
348,Saint-Leu,0,RE,69,-21.15,80.6,4.7
349,Loei,32,TH,100,17.49,64.4,2.48
350,Amarpatan,88,IN,73,24.32,62.27,6.73
351,Sambava,80,MG,100,-14.27,77.43,9.19
352,Biloela,24,AU,59,-24.4,77.21,14.12
353,San Policarpo,88,PH,98,12.18,77.39,8.19
354,Verkh-Chebula,12,RU,78,56.03,12.05,2.93
355,Tilzapotla,75,MX,25,18.48,96.01,3.36
356,Pacific Grove,75,US,93,36.62,63,10.29
357,Honningsvag,44,NO,100,70.98,22.67,13.44
358,Santa Cruz de Tenerife,64,ES,87,28.47,64.99,5.82
359,Rosarito,80,CO,63,4.91,75.2,4.7
360,Caborca,0,MX,30,30.58,79,11.01
361,Kijang,0,KR,66,35.24,48.2,4.7
362,Alto Araguaia,24,BR,95,-17.32,71.58,2.82
363,Sibolga,76,ID,100,1.74,71.31,0.92
364,Portree,92,GB,89,57.41,48,25.99
365,Ulkan,92,RU,81,57.24,17.94,2.37
366,Yumen,0,CN,42,40.29,16.1,2.04
367,Colac,92,AU,34,-38.34,91,1.01
368,Sterling,90,US,70,39,45,8.05
369,Guarapari,40,BR,83,-20.67,82.4,10.29
370,Kidal,0,ML,35,18.44,52.91,4.83
371,Hosakote,24,IN,43,16.06,68.12,3.15
372,Esperance,75,TT,69,10.24,79,9.17
373,Mattru,0,SL,64,7.62,79.46,6.29
374,Smithers,5,CA,28,54.78,15.8,2.48
375,Lardos,40,GR,93,36.09,55.4,5.82
376,Kurumkan,76,RU,62,54.33,0.66,1.36
377,Gouyave,20,GD,78,12.16,78.8,11.41
378,Maltahohe,0,NA,35,-24.83,70.64,7.96
379,Richards Bay,92,ZA,100,-28.77,72.62,9.75
380,Bogorodskoye,24,RU,66,52.37,14.16,1.92
381,Mindelo,75,PT,87,41.31,53.6,5.82
382,Pangnirtung,20,CA,69,66.15,-16.13,2.37
383,Worland,90,US,65,44.02,8.01,5.06
384,Oksovskiy,88,RU,85,62.61,17.36,7.63
385,Cabra,0,ES,87,37.47,54,1.12
386,Leningradskiy,44,RU,100,69.38,5.66,6.96
387,Fairmont,90,US,78,40.64,15.8,17.22
388,Cabo San Lucas,20,MX,21,22.89,84.99,13.87
389,Oriximina,24,BR,80,-1.77,80.49,3.71
390,Helong,92,CN,97,25.94,53.58,2.15
391,Big Rapids,1,US,53,43.7,28.99,7.63
392,Shingu,75,JP,70,33.72,48.2,5.82
393,Abalak,8,NE,46,15.46,57.18,5.28
394,Kifri,0,IQ,86,34.69,36.08,5.17
395,Songea,40,TZ,88,-10.68,69.8,1.36
396,Oltenesti,0,RO,73,46.58,21.2,2.82
397,Maningrida,48,AU,88,-12.05,81.93,8.19
398,Saint-Joseph,0,FR,87,43.56,52,3.36
399,Bela,92,PK,100,26.23,53.81,3.38
400,Royan,0,FR,93,45.62,53.6,8.05
401,Vestmannaeyjar,0,IS,100,63.44,30.59,7.07
402,Diffa,0,NE,24,13.32,78.83,11.99
403,Bangui,8,CF,88,4.39,73.4,3.83
404,Kindu,80,CD,100,-2.95,68.39,2.59
405,Doembang Nangbuat,0,TH,81,14.85,81,9.98
406,Ketchikan,1,US,32,55.34,39.2,17.22
407,Hithadhoo,64,MV,100,-0.6,82.43,12.77
408,Buala,92,SB,75,-8.15,85.71,2.82
409,Sosnovo-Ozerskoye,0,RU,51,52.53,2.24,5.17
410,Svetlogorsk,90,RU,92,53.14,17.6,6.71
411,Romitan,40,UZ,87,39.93,42.8,6.93
412,Barranca,0,PE,98,-10.75,73.79,13
413,Shimoda,75,JP,87,34.7,48.2,17.22
414,Elk Plain,90,US,53,47.04,51.01,13.87
415,Takoradi,76,GH,100,4.89,81.71,7.85
416,Kunming,0,CN,52,25.04,46,8.95
417,Sladkovo,92,RU,92,55.53,23.3,21.27
418,Chupa,75,PE,50,-15.11,55.4,4.7
419,Aras,0,YE,80,14.28,42.74,0.69
420,Benjamin Constant,0,BR,83,-4.38,78.8,3.36
421,Bereda,75,ES,81,43.27,57,8.05
422,Jining,92,CN,82,35.41,42.11,2.82
423,Vila Franca do Campo,40,PT,88,37.72,62.6,23.04
424,Pedra Branca,76,BR,87,-5.46,73.83,5.28
425,Lompoc,90,US,87,34.64,61,11.41
426,Mahajanga,40,MG,94,-15.72,80.6,2.24
427,Krasnouralsk,92,RU,94,58.36,26.76,2.82
428,Muravlenko,92,RU,91,63.79,22.85,8.19
429,Iquique,0,CL,64,-20.22,73.4,21.92
430,Meridian,90,US,76,32.36,60.8,4.7
431,Oro Valley,75,US,28,32.39,75.99,8.05
432,Kolpashevo,0,RU,77,58.31,4.58,5.06
433,Palm Coast,90,US,83,29.55,73.99,6.93
434,Manuk Mangkaw,0,PH,100,4.8,80.81,8.63
435,Pueblo Nuevo,0,MX,62,23.99,75.99,5.01
436,Pullman,1,US,58,46.73,32,14.99
437,Manga,88,BF,34,11.67,71.99,2.93
438,Aklavik,5,CA,59,68.22,5,12.75
439,Hasaki,75,JP,80,35.73,41,4.7
440,La Ronge,75,CA,63,55.1,-5.81,17.22
441,Camacha,20,PT,82,33.08,62.6,2.24
442,Sosnovka,64,RU,87,53.23,14.43,8.19
443,Oyugis,32,KE,92,-0.51,56.73,2.48
444,Tomaszow Lubelski,0,PL,87,50.45,21,2.93
445,Great Falls,1,US,69,47.5,-6,4.7
446,Grand-Lahou,64,CI,81,5.24,79.46,3.83
447,Marginea,0,RO,73,47.81,25,3.36
448,Bani,36,PH,82,15.89,72.89,5.28
449,Akhisar,75,TR,93,38.92,37.4,4.7
450,Juneau,90,US,47,58.3,35.6,14.99
451,Seoul,1,KR,80,37.57,32,3.36
452,Rabo de Peixe,75,PT,93,37.8,62.6,23.04
453,Kazachinskoye,76,RU,89,57.69,19.11,2.59
454,Kokoda,12,PG,79,-8.88,73.79,1.14
455,Zlobin,20,HR,61,45.29,46.4,2.24
456,San Miguel,0,AR,64,-34.54,73.99,4.7
457,Lipin Bor,88,RU,88,60.26,18.8,19.71
458,Kvarkeno,68,RU,91,52.08,22.89,10.65
459,Blytheville,90,US,86,35.93,42.8,9.17
460,Lakes Entrance,0,AU,34,-37.88,88,6.17
461,Ryotsu,0,JP,64,38.08,39.2,4.7
462,Sabzevar,0,IR,75,36.21,28.79,2.71
463,Baie-Saint-Paul,88,CA,89,47.44,15.56,2.15
464,Leirvik,92,NO,93,59.78,45,21.92
465,Hojai,0,IN,84,26,49.04,1.03
466,Bataipora,0,BR,54,-22.3,80.27,5.17
467,Rome,20,IT,93,41.89,52,4.7
468,Narsaq,56,GL,37,60.91,33.8,5.82
469,Boende,24,CD,95,-0.28,71.45,2.04
470,Avera,1,US,77,33.19,71.6,3.49
471,Stawell,88,AU,26,-37.06,89.01,7
472,Sao Felix do Xingu,20,BR,91,-6.64,75.68,2.59
473,Makakilo City,75,US,64,21.35,75.99,9.17
474,Nipawin,40,CA,58,53.36,-4.01,18.34
475,Nishihara,90,JP,80,35.74,44.01,4.7
476,Novo Cruzeiro,92,BR,59,-17.47,77.61,6.51
477,Wielun,88,PL,92,51.22,32.3,9.31
478,Anuradhapura,20,LK,95,8.34,73.25,5.17
479,Kavaratti,32,IN,100,10.57,81.17,9.19
480,Khasan,0,RU,69,42.43,38.46,8.3
481,Ukiah,90,US,67,39.15,57.99,3.36
482,Kangaatsiaq,76,GL,100,68.31,16.41,12.66
483,Antofagasta,75,CL,72,-23.65,68,16.11
484,Isiro,0,CD,93,2.77,67.08,1.81
485,Havelock,1,US,76,34.88,55.99,6.93
486,Liwale,44,TZ,94,-9.8,70.41,2.15
487,Mount Isa,0,AU,39,-20.73,84.2,11.41
488,Two Hills,36,CA,74,53.71,-4.11,12.44
489,Yzeure,20,FR,93,46.57,44.01,4.7
490,Baiyin,0,CN,92,36.55,15.8,4.47
491,Sabha,0,LY,63,27.03,47.24,3.27
492,Selaphum,20,TH,73,16.03,77,4.7
493,Palmer,40,US,54,61.6,36,2.93
494,Qingdao,92,CN,55,36.09,39.2,2.24
495,Phitsanulok,20,TH,78,16.82,82,4.7
496,Loxstedt,75,DE,87,53.47,50,16.11
497,Guane,0,CU,61,22.2,78.47,2.26
498,Gizo,75,IL,81,31.8,48.99,1.12
499,Lewiston,90,US,79,46.42,32,5.82
500,Clarence Town,12,AU,54,-32.59,82.99,11.41
501,Hailey,5,US,58,43.52,28.4,8.05
502,Hay River,20,CA,49,60.82,-2.21,2.59
503,Staryy Nadym,0,RU,69,65.61,-5.46,3.15
504,Roald,44,NO,80,62.58,41,10.29
505,Quelimane,20,MZ,88,-17.88,80.6,5.82
506,Sao Borja,0,BR,49,-28.66,79.41,8.3
507,Ishinomaki,0,JP,56,38.42,41,4.7
508,Yaring,8,TH,86,6.87,73.83,4.5
509,Praia da Vitoria,40,PT,82,38.73,59,28.77
510,Zhigalovo,64,RU,71,54.81,14.57,2.15
511,Saquarema,75,BR,94,-22.93,80.6,2.24
512,Chumikan,64,RU,65,54.72,14.88,2.71
513,Atherton,0,GB,65,53.52,48.99,13.87
514,Gander,20,CA,67,48.95,19.4,17.22
515,Maxixe,20,MZ,99,-23.86,77.84,8.19
516,Progreso,20,UY,68,-34.68,72,4.7
517,Fougamou,20,GA,94,-1.22,71.18,2.37
518,Leh,76,IN,81,34.16,-1.55,0.25
519,Piopio,92,CL,77,-42.79,59,3.36
520,Broome,90,GB,100,52.47,54,19.46
521,Kanchanaburi,0,TH,80,14.03,75.54,3.38
522,Nyurba,0,RU,63,63.29,-3.8,2.59
523,Valdemarpils,90,LV,87,57.37,37.4,14.99
524,Sola,90,FI,85,62.78,19.99,14.99
525,Matay,0,EG,73,28.42,41.12,3.94
526,Plaster Rock,1,CA,41,46.91,21.99,6.93
527,Conde,68,BR,83,-11.81,81.93,6.96
528,Myitkyina,0,MM,87,25.38,51.78,2.37
529,Halifax,90,CA,58,44.65,30.99,16.11
530,Havoysund,48,NO,92,71,23,26.4
531,Salta,75,AR,68,-24.79,75.2,8.05
532,Shenjiamen,92,CN,100,29.96,46.34,13
533,Monywa,0,MM,80,22.12,58.44,5.5
534,Shestakovo,68,RU,82,56.49,17.49,2.37
535,Labuhan,76,ID,93,-2.54,74.91,1.14
536,Ejido,36,VE,76,8.55,63.93,0.81
537,Kamenka,56,RU,85,53.19,11.73,8.75
538,Chapais,90,CA,61,49.78,15.8,4.7
539,Ovalle,8,CL,83,-30.6,66.59,2.82
540,Vilyuysk,0,RU,64,63.75,-8.66,2.59
541,Santa Marta,75,CO,55,11.24,86,16.11
542,Inuvik,20,CA,50,68.36,5,8.05
543,Airai,12,TL,84,-8.93,76.04,1.92
544,Shimanovsk,0,RU,68,52,11.15,2.48
545,Tazovskiy,56,RU,96,67.47,16.19,16.02
546,Caravelas,0,BR,100,-17.73,83.78,15.79
547,Mbengwi,88,CM,70,6,67.98,3.04
548,Palana,20,RU,56,59.08,5.16,3.38
549,Bikaner,92,IN,70,28.02,62.31,6.17
550,North Mankato,90,US,78,44.17,10.99,16.11
551,Saint-Pierre,0,FR,87,48.95,48.2,13.87
552,Vaitape,56,PF,100,-16.52,83.96,5.28
553,Shubarkuduk,88,KZ,93,49.15,31.49,18.03
554,Turbat,0,PK,85,26,45.53,2.71
555,Half Moon Bay,90,US,100,37.46,62.01,9.17
556,Tacoronte,64,ES,87,28.48,64,5.82
557,Preobrazheniye,0,RU,71,42.9,34.14,2.82
558,Port Hueneme,75,US,82,34.15,63,10.29
